what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1537513133500
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537513227316
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537513277276
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1537513302644
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537513311400
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537513393658
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1537513428345
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1537513430181
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1537513433754
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1537513435540
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1537513436368
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1537513459240
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1537513461159
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1537513499599
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1537513531418
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1537513532912
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.hippieCompletion",1537513555494
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1537513567655
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1537513573466
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1537513574637
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1537513580523
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1537513607601
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1537513609340
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1537513614476
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1537513616241
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1537513623372
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1537513627657
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1537513630030
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537513651816
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537513652034
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1537513667266
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1537513677345
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1537513677778
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1537513683584
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1537513702725
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1537513726156
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1537513729223
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1537513734628
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1537513737765
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537513739036
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537513838208
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537513851033
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537514279598
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1537514279629
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537514282392
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537517041240
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537517044335
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537770515646
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537770518073
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537771162594
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1537771174149
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537771178864
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537771194954
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1537771195267
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1537771195392
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1537771196629
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537771199646
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1537771205520
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1537771205677
